uniqueID,drugName,condition,review,rating,date,usefulCount
15759,Ethinyl estradiol / norethindrone,Birth Control,"""I personally like these birth control pills. I have only been on them for a month but I used to get horrible period pains where I had to stay home from school, couldn&#039;t eat or keep down anything, and had to lay in bed and now with these pills I am getting my period very light with little to no pain. It is a relief! I did get some migraines and sore chest but I got those when I wasn&#039;t on the pill as well. I would recommend birth control if you are having such bad cramps because it really helped me.""",9,28-Sep-16,3
126968,Metoclopramide,Migraine,"""I&#039;ve been to the ER for migraines too many times to count and have been given every kind of drug that can be given. I woke up this morning with a horrific migraine and vomiting and off I went. They gave me the Reglan/Benadryl combo and within less than a minute the pain was gone. I COULD NOT BELIEVE IT! I&#039;ve never had anything to work so well and so fast. I went home and slept for four hours afterwards. I&#039;m so glad they decided to try this with me.""",10,16-Jul-17,6
229078,Tadalafil,Erectile Dysfunction,"""Well, I took it for the first time on a Thursday, felt an erection like old days after seeing a hottie. I&#039;ve been getting about 90% hard prior to Cialis. By Friday, I was going all night. And again Saturday and Sunday morning. It is awesome. My Dr said it might be mental anyway. And the Cialis might just be enough to get me back on track.""",10,06-Sep-15,29
187334,Chloral hydrate,Insomnia,"""Helped with my insomnia 100% until they pulled it off the market. Many thanks to the manufacturer! I had used this medicine for such a long time. I never could sleep before taking this and I still now watch the time go by.  """,10,18-Jan-13,16
87728,Naproxen,Rheumatoid Arthritis,"""I have been using Aleve for about 6 months.  This medicine helps relieve all my aches and pains.  I&#039;m 68 and working in food industry.  Although I experience severe body and joint pains on a daily basis I take one Aleve on the days I work and can put in 4 to 6 hours pain free.  I have not suffered any side effects so far.  So far none of the other medicines I have tried have been as effective as Aleve.""",10,29-Aug-09,105
101008,Rexulti,Schizophrenia,"""Has anyone gained weight on this""",7,09-Feb-17,10
154134,Lialda,"Ulcerative Colitis, Active","""My doctor switched me from Asacol (which was working very well) to Lialda and the results were horrible.  When I started having bad flare ups my gastroenterologist had no clue what do do.  She put me on Remicade over 16 months with no results and I was miserable.  When I suggested that perhaps it was the Lialda that was causing the problems she stated that that was &quot;not likely&quot;.  Well, after about two years of misery and being back on steroids, I switched doctors - a guy who came highly recommended. After a heart to heart consultation with him, he stated he had some patients who did not do well with Lialda and decided to take me off that medication immediately. Within three weeks I was off steroids, back to using Asacol and life is now okay.""",1,27-Oct-11,37
164612,Diclofenac,Rheumatoid Arthritis,"""I have been on diclofenac 75mg twice a day for 5 years.  The first year I took it 2 X each day.  After the methotrexate began to kick in, I now only take it when needed when I get a flare up.  At the most, only about once per week, sometimes less.  It has made a big difference in helping me manage the pain of rheumatoid arthritis.""",10,18-Jul-09,23
222052,Fluconazole,Vaginal Yeast Infection,"""Personally, thus drug gives me a fixed drug eruption in the form of a huge, round rash on one of my breasts that is intensively itchy and burns. It feels like a horrible sunburn. Therefore, I am clearly not a fan.""",1,08-Nov-15,12
181629,Prozac,Depression,"""Prozac really worked for me. It kept my depression under control along with my anxiety. Only side affects is you can forget about sex!!! I also experienced short term memory loss.""",8,29-Oct-13,44
52957,Maxalt,Migraine,"""This Migraine Med is a must have if you expereince regular Migraines..no side effects!""",9,03-Mar-08,19
186654,Desvenlafaxine,Depression,"""I absolutely loved Pristiq - great energy - great sex - felt good. I unfortunately suffered a side effect that I couldn&#039;t empty my bladder all the way. So that meant sleep deprivation. My MD thought it was a UTI, but getting off the medicine and seeing a urologist cleared up the symptoms. The urologist said it was a very common side effect of Pristiq. He put me on Flomax for a couple of weeks... Loved Pristiq, hate that I can&#039;t take it.""",3,10-Oct-09,13
121444,Venlafaxine,Depression,"""This is a terrible pill and I wouldn&#039;t recommend anybody to start this med unless you are ready for the bad side effects of coming off of this med when it doesn&#039;t work . This med cause me to lose about 3 years of memory lose and almost my marriage.""",1,08-Jan-16,15
207319,Suprep Bowel Prep Kit,Bowel Preparation,"""Took my first dose 2 hours ago. I smelled it and thought to myself &quot;this won&#039;t be too bad.. It smells like cough syrup!&quot; Well, two sips in I was gagging like no other. It took about a half hour to choke it down. Instantly, cramps and the worst nausea I&#039;ve ever experienced. Slowly a headache added to my problems and I&#039;ve been miserable since. First movement just happened and yeah, faucet-butt that won&#039;t shut off! It definitely works. But I&#039;m scared that I won&#039;t be able to get my second dose down.""",5,30-Jun-17,3
137323,Isotretinoin,Acne,"""19 years old. I experienced acne since 12 on chest, face, neck, and extending to my entire back. Beginning my third month of Claravis and I have ENTIRELY been cured of my acne. I no longer have any pimples and I don&#039;t wear makeup anymore. It&#039;s incredible. 

Side effects: chapped lips. First month: Fatigue""",10,01-Jul-12,12
76692,Lorcaserin,Weight Loss,"""I have been on Belviq for about 1.5 years - I initially started taking it to lose weight before my wedding last year. From the time I began taking Belviq (August 2015), I started feeling results - although slow - within about a month.  I had several fittings and such before the big day and the seamstress had to keep taking my dress in. I had lost about 20 lbs in ~4 months!  I was amazed!

So here we are two months after my wedding anniversary, and I am currently down ~75lbs.  I started at about 245 - and the last time I weighed myself I was at 170.  I have gone from a size 18/20 to a size 12. I would still like to lose another ~20 lbs, and I have no doubt I&#039;ll get there with Belviq.""",10,04-Jan-17,67
32681,Budesonide / formoterol,moterol),"""The medicine worked right off the bat, after 30 minutes or so, could breathe much better, and as a smoker, helped my wheezing go away, and not as tired with more energy. NOW the BAD part. I have had a heart attack and have 3 stents. For 3 years, my bp has been perfect at 110/65 with a pulse of 58 to 65 even drinking caffiene and smoking. Since starting this, BP has increased a little, but pulse no matter what stays above 110 24/7, SO, can&#039;t take it for that reason only...""",5,20-Nov-16,15
177878,Duloxetine,Depression,"""It works well for depression.  Even stopped nerve pain that I didn&#039;t know I had since I had lived with it all my life.  I just thought it was normal to have pins and needle feeling in my nerve endings.  Lifted the depression.  Was okay on anxiety, but still had to take Valium for true panic attacks.  Warning though - getting off this medication can give hard withdrawals. You have to slowly wean yourself off. If not, you will get brain freezes or shivers which are freaky and scary.  Also, extremely irritable coming off of it.""",9,17-Jun-13,68
145410,Zithromax,Upper Respiratory Tract Infection,"""Works great for strep infection.""",10,20-Sep-11,27
162197,Denosumab,Osteoporosis,"""Severe leg pain , cramping in legs and feet, bruising.  Not a good med for me.""",2,03-Feb-16,100
137913,Boniva,Osteoporosis,"""Today I received the results of my bone density test after being on Boniva for two years.  I am delighted to say that there is a reversal of my osteoporosis.  Thank you, Boniva!""",10,19-Jun-09,92
175393,Scopolamine,Motion Sickness,"""I&#039;ve had terrible motion sickness, and nothing has worked until I used this medication. It worked PERFECT the first few times. I took it everytime I traveled in a plane. However, I&#039;ve noticed the more I use the patch, the worse the side effects have become. After using the patch, I now experience extremely dry throat/eyes/nose, blurred vision, and even nausea. Although it has successfully kept me from becoming sick while traveling up until this point, I&#039;m not sure if this effect will always hold true.""",7,31-Aug-10,11
27155,Sklice,Head Lice,"""2nd time in 14 month my daughter has lice. Used rid. Day 2 small live lice appeared. Possibly hatched overnight. Called pediatrician and day 2 got a script for Sklice. With coupon &amp; insurance, paid $10. I was so hopeful this was the answer to our prayers. My daughter has very long hair &amp; takes hours to nit pick. I even use a magnifier lamp light to check her head which I highly recommend! Sklice is supposed to kill nits. My older daughter has a microscope &amp;did a little science experiment:out of about 15 nits, 6 were still alive. I have checked her hair daily for 7 days since using Sklice and vacuumed &amp; laundered everything (more than once) &amp; day 7 found a live louse on her head! Retreated with rid and cleaned again! Disappointed w/sklice.""",1,20-Aug-16,7
188417,ParaGard,Birth Control,"""New to IUD, never had kids. Easy insertion, NO cramping, NO heavy flow -- I wish I&#039;d gotten a ParaGard IUD sooner!""",10,15-Apr-17,7
65584,Propranolol,mance Anxiety,"""Like most people on here, I have super bad public speaking anxiety.  I&#039;ll freak out months, weeks, days before and essentially just shut down when I have to get up and talk. In the past, I&#039;ve had terrible voice shaking, felt my body go weak and no longer able to stand, my eyes go fuzzy and I can&#039;t see anything. I&#039;ve only used this for one group presentation so far, but it was actually amazing what it did for me. I had a pit in my stomach before I went up because I was unsure if it would kick in or not, but I actually was able to talk! I was articulate and actually able to get through the whole thing really well. Absolutely get it if you&#039;re struggling!""",10,05-Dec-17,1
162659,Terconazole,Vaginal Yeast Infection,"""This is the meanest diabolical cream. Not sure what sick experiment this is. Do not believe good review, probably someone from drug company. I had instant cramping, burnt the inside of me and the outside. Did not work!! Report to health Canada, the company itself or FDA. Needs to go!!!""",1,12-Dec-17,0
184259,Hydroxyzine,Anxiety,"""I take it often since I have anxiety a lot at school but now I have been very itchy and have had loss of appetite.. It doesn&#039;t work that well for anxiety and these side effects are horrible. (It&#039;s an as needed)""",5,25-Dec-15,5
162790,Cefdinir,Tonsillitis/Pharyngitis,"""After 3 days of taking this medication I was suffering from constant gastrointestinal issues, which is something I have never experienced on antibiotics before even with probiotics. On day 4 I began with severe itching, burning, and hives and returned to the doctor. This antibiotic also seemed to have little affect on my original illness. I am now on a Z pack and feel much better. Now I have to be on a long course of Prednisone for my allergic reaction which has yet to subside. This by far has been the worst antibiotic I have ever taken in my life. Never ever again!""",1,01-Mar-16,5
212442,Lamotrigine,Bipolar Disorde,"""It saved my life and lives of others I came in contact with at times.""",10,07-Mar-09,42
124385,Skyla,Birth Control,"""26 years old with previously regular periods, lasting 5 days. Cramped, but normal. I dealt with cystic acne during my cycle.  I had sklya
inserted  April 2015, so 6 month now. It was extremely painful. The cramps/pain/bleeding did not stop. It would come on suddenly/severely that it totally had me hit the floor in agony. MRI showed a cyst burst; I never had cysts prior to this. I continued to have horrible cramping/spotting throughout the months and especially during my period. Cystic acne increased to a level I have never experienced before. 6 months later, still horrible acne, period last @2 wks,with bad cramping, 2 weeks in between, and then the period begins again.
It is coming out! I waiting the 6 months, but this is not acceptable.""",1,27-Oct-15,7
169252,Acetazolamide,Pseudotumor Cerebri,"""I was diagnosed back in 2011. I am 22 years old, about to start college and found out that I had psudotumor cerebri, it took the doctors 3 days and 2 nights to figure out what was wrong with me, I went on toprimate, diamox, and for the migraines I was also on Fioricet. I have been through many, many doctors. Moved down to KY with my family in 2013, been here for two years. I have learned to live with the pain and the headaches, I finally was able to find neurologist, and he put me on diamox. I have lost 8 IBS being on it already, tingling in the fingers, and around my lips. I no longer drink pop anymore at all, it works.""",7,29-Apr-15,5
34254,Clinpro 5000,Prevention of Dental Caries,"""I have had a perfect check up, for four years in a row, using Clinpro toothpaste. It has saved me alot of money, &amp; improved my gums. I am very satisfied with this product. I would recommend everyone to invest in it. My Dentist is one of the top 500 Dentists in America, located in Fort Smith, Arkansas, who recommended me to start using this great product. I have all the faith in my Dentist. Just brush with Clinpro, floss daily, &amp; have regular check ups, and I believe you will be happy as I am with this toothpaste. It has more fluoride &amp; calcium than any toothpaste over the counter. I encourage everyone to try this toothpaste.""",10,22-Jul-15,3
85717,Ethinyl estradiol / norgestimate,Acne,"""I&#039;ve been on this birth control for six months and I love it. I had acne all over my back and very few on my face. Within the first month my face cleared up and some on my back. Im now going on my seventh month and my whole back is clear. Ladies with acne definitely need to try this and Give it time to work""",10,21-Mar-14,38
226542,Etonogestrel,Birth Control,"""I had it implanted in October of 2013. I didn&#039;t have a period at all for the first year and then the week of the one year mark I got one. Totally normal about 5 days just like my periods before getting pregnant. From then (oct 2014 to now June of 2015 I&#039;ve had a period about every 3-4 months. They are totally normal or very light. That part has been GREAT! The negative side effects I&#039;ve seen have been some break outs on my face, mild mood swings and irritability. But it hasn&#039;t ever gotten bad enough to make me want to get it removed. I have sex regularly and it has done its job. No babies. And I also started losing weight after being on it. I would say this is a great choice if you don&#039;t wanna worry about taking a pill every day!""",9,23-Jun-15,19
55329,Bupropion / naltrexone,Obesity,"""I have lost 26lbs during the past six months. I didn&#039;t work out consistently, I am going to to continue to take it as I still have more I want to lose.""",9,07-Dec-15,9
1742,Zolmitriptan,Migraine,"""This medication has pretty much saved my sanity. Got diagnosed with migraine 2 years ago after having one so bad doctor thought I was having a stroke. Started off getting migraines at 4 or 5 a month but am now up to 9 in a 13 day period so am being investigated for triggers etc but zolmitriptan has been amazing every time. Guess I&#039;m the lucky one not getting side effects per se but I already suffer from CFS/ME so wouldn&#039;t notice extra fatigue anyway. I get this on a UK prescription at 12 tablets each time so maybe &pound;UK18.00 per month.""",9,11-Jun-16,0
86104,Magnesium sulfate / potassium sulfate / sodium sulfate,Bowel Preparation,"""Overall experience is ok. My mix: refrigerated suprep, slightly chilled water, ginger ale. Drink as fast as you can.  After gulping down as much as you can simply suck on a lemon to get rid of the taste.  Continue process and it&#039;ll be over quickly.  The second bottle in the morning is tougher.  Might be because your stomach is not expanded and chugging the solution plus two more 16oz bottles of water is really filling.  It started working for me 20min after drinking.  Be sure to get wet wipes.  BTW there&#039;s no pain with the bathroom part of it, not like an upset stomach, it takes surprisingly little effort for the bowel movement.  Good luck""",8,23-Jul-15,15
10759,Gemfibrozil,High Cholesterol,"""My doctor prescribed Lopid after my triglyceride levels were out of control.  I feel great!  No side effects and with Lopid and fish oil they are much better.  From 1900 a year ago to 160.""",10,15-Oct-09,77
191541,Lisdexamfetamine,ADHD,"""I DO NOT RECOMMEND THIS DRUG! I like many of you really from what I have read had a great experience AT FIRST. I am 26 years old and do sales for a living. I was on cloud nine towards the beginning trail of this prescription. I was able to concentrate more than I had in months and was more motivated to go out and look for new leads for my company. I found that I would get dizzy or a tab nauseous but I found that staying hydrated and always having a water bottle with me helped out. I developed a problem where I would know what I wanted to say but when I went to speak it didn&#039;t come out right and literally made me sound like I was high or drunk. VERY SCARY!""",1,11-May-15,38
200295,Varenicline,Smoking Cessation,"""A smoker for 30 years and decided to try Champix after several failed atempts at quiting, three days into course I hated the taste of smoking. That was 14 months ago, take Champix with food to stop the sicky feeling, don&#039;t give up give them a chance, they work.""",10,29-Oct-14,68
68375,Plan B,Emergency Contraception,"""Took the Plan B pill 1 hour after intercourse. I took it on an empty stomach, which you should NOT do. I felt crazy symptoms for about 1 month. It felt as if I were pregnant. I have been nauseous, tired, mood swings. Horrible feeling, and it lasted quite a while. 1 week after I had taken the pill, I got some spotting that lasted 3 days. I took 7 home pregnancy tests (all negative) because of all the worry. But I just received my period today, which I am so happy about. """,8,12-Jul-13,56
228190,Etonogestrel,Birth Control,"""I got my Implanon inserted on June 30th of this year, on the last day of my period.  I may have spotted for 2 days after about 15 days of having it.  However, it is now October 20th and I have not gotten my period yet, no bleeding or nothing, and I am not pregnant.  I may have gained about 5 pounds, but I won&#039;t blame the Implanon, I have been bad with my eating habits.  I have not gotten acne, or cramps, or moods or anything, although I may have a little headache once in a while, but nothing else.""",8,20-Oct-09,4
131009,Levonorgestrel,Birth Control,"""I have tried all methods if birth control except the shot and nothing was right for me. I always experienced headaches, terrible mood swings, nausea, weight gain and actually forgetting (the pill). I heard about the IUD, but was so afraid to give it a try because of all of the horrible reviews that I have read. After realizing that everyone is different, and not remembering to take the pill daily I thought what the heck. I spoke to my doctor and I had the Mirena inserted yesterday. Although it was very uncomfortable, not as painful as some of the postings. I did feel a pinch and cramped slightly, but the process was not that day. Today (day 2) I am cramping, but nothing that a few ibuprofen couldn&#039;t handle. I am spotting and have on a pantyliner.""",8,20-Nov-09,21
179941,Adapalene / benzoyl peroxide,Acne,"""Its funny to read how many get &quot;burned and dry/ flaky skin&quot;. 

The first thing my doctor told me was, EASE into it! use a VERY light layer and ONLY at night - not in the morning as well. A pea sized amount is enough. Put it on your finger and dot it around your face and then massage them out. He also told me that if it starts to burn/hurt, STOP using it for a few days.

You should NEVER EVER keep using it when your face is in pain, obviously. 

Plus you need a very good, heavy moisturiser. This stuff is made from peroxide and retinoid, so it will sting a little the first times you use it, but if you use common sense it will go away within weeks. I feel bad that people use it the wrong way and then blame the product. Works great for me""",9,22-Aug-14,155
195056,Restoril,Insomnia,"""Tried ambien  but it lost it effect around 10 months. Lunesta tasted like I sucked on a roll of pennies all night. Trazodone just wasn&#039;t really effective. I take 30mg of restoril about 20 mins before I need to be in bed. Otherwise I&#039;ve awaken in different parts of house. I also take a .75mg give or take .25mg of Xanax as a kicker. I would have problems staying asleep. Sometimes no more sleep that night sometimes the crappy toss n turn sleep till you get mad n get up. Then drag ass all day. Occasionally I still get one of those nights but they are once in a long while. It works for me and I recommend (but does not for a friend) If you&#039;ve tried the others give it a try it&#039;s cheap nothing to loose.""",10,07-May-15,44
144026,Etonogestrel,Birth Control,"""Its been 5 months since I got the implant and I have already gained more than 15 pounds. The first 2 months was constantly having headache which I never had before and soreness in my breast. I have mood swings. Sometimes I snap for no reason. Definitely easily irritated. 
My sex libido also decreased. 
The only good thing about this birth control is that you don&#039;t get your period anymore. A little spotting but not bleeding. I&#039;m taking it out for sure.""",2,13-Jul-16,1
204192,Cataflam,Period Pain,"""Cataflam is a life saver but it takes about an hour after swallowing to start working. I take 2 at a 6 hr interval and can take up to six at the end of the day, but that&#039;s only for the first day of the period. """,9,17-Jul-13,13
83756,Ethinyl estradiol / norgestimate,Abnormal Uterine Bleeding,"""I was on microgestin 1.5 for almost a year but hated the way it made me feel bloated and uncomfortable all the time. I take birth control to help with my horrible cramps that leave me bed ridden if not controlled. My Dr. Switched me to triNessna and at first it was great. No side effects...no bloating...slight change in my sex drive. But it didn&#039;t help with the cramps...as a matter of fact I would cramp longer during my period on it than I would without it. I thought since I had just stared it I would give it some time. I&#039;ve been on it for 6 months now and I have been bleeding/spotting on and off throughout the day for 4 days now and I&#039;m in the middle of the pack. I&#039;m making him switch to something else.""",1,05-Dec-17,0
44142,Ethinyl estradiol / norgestimate,Birth Control,"""I have been on this birth control for 3 months now. Since starting I have been nothing but sick. Every time I eat I&#039;ve been sick afterwards. I haven&#039;t gained weight, my breasts have increased in size but are tender. I stopped taking it. """,4,04-Oct-11,1
123593,Skyla,Birth Control,"""I will make 3 years of being on Skyla April 2018. So far I have had a miserable experience on Skyla. When I first got it inserted I cramped and bleed for 2 months straight. I went back in for checkups during those two months and the doctor said it was normal. And that my body was just adjusting. The bleeding stopped after the 3rd month, but started back immediately after having sex.  And from that point on it was a constant cycle or stopping, sex, bleeding back on. I would say out of an entire month I only had like 10 days (if that) of not bleeding. My cycles were not heavy, and I didn&#039;t really experience any cramps, but bleeding constantly gets to be annoying. I would probably not get a new one inserted after my 3 years is over.""",5,25-Jul-17,4
104390,Ethinyl estradiol / levonorgestrel,Birth Control,"""I started taking Aviane because of horrible PMS while on Mircette and did the three month continuous route. It kind of helped alleviate PMS but for some reason my body wouldn&#039;t listen to the pill and continued to have a monthly period well into the second three month span along with spotting. The breaking point was when I had a total PMS episode complete with migraine and heavy period about a month and a half into the second three months. I am switching to Yaz, and hoping things improve!""",4,11-Apr-12,1
2726,Diltiazem,High Blood Pressure,"""Taking the slow release, 120 mg version.  I take it at night about 30 minutes before bedtime.  Averts any dizziness since I am going to bed to sleep.  BP has been good 125/80 generally. resting pulse of about 60.  Thankfully I am optimal weight and I exercise 4 to 5 times weekly, mostly a 2 mile walk each time and about 50 situps.   Drinking lots of water to stay hydrated. mild constipation so I eat a cup of yogurt at least every other day.""",9,24-Mar-16,39
190360,Ortho Tri-Cyclen Lo,Birth Control,"""I have been taking Ortho Tri Cyclen Lo for about five weeks now. I had some back pain the first week. When my period came it was very heavy and lasted longer. Now in week five I am having terrible low back pains, slight nausea and I&#039;m a bit emotional at night...not sure if I should wait for the hormones to balance out in the next couple of months or talk to the doctor about other options?""",4,20-Aug-12,6
129725,Levonorgestrel,Birth Control,"""I was on Skyla for about 2 years and had an okay experience.
The pros- insertion and removal were quick and easy, just a pinch. I had some cramping following both but in both cases it didn&#039;t last longer than a day. Not having to worry about taking the pill. This was the entire reason I got on. It was nice not to worry about it. 
The cons- Irregular bleeding. Some months I had the heaviest flow which would last 10 days and others I had light sporting for 2 days. It was very frustrating to be inconsistent. Also, body acne. I started breaking out on my back, shoulders, chest, and neck all places I had never had before. Anxiousness during sex, I know the Dr says it can&#039;t be moved, but I felt pain/fear when a partner went too deep. Hope I helped!""",6,29-May-15,13
169167,Zelapar,Parkinson's Disease,"""I had to stop taking Zelapar because I was having an operation. After a couple of days the operation was postponed and I forgot that I had stopped taking Zelapar. Anyway mid-day one afternoon I was having a horrible time because it seemed all movement had stopped, the next day the same, a couple of more days went by and I figured my good luck was up and it was time for either new medicines or a D.B.S. Then I remembered that I was not taking the Zelapar, well I went back to my daily dose and I am almost my old moving self. Thanks.""",9,19-Jan-09,30
122944,Ethinyl estradiol / norgestrel,Birth Control,"""I&#039;ve been on this pill about 8 months now. It&#039;s my 3rd birth control. Tricyclics give me bad migraines and I was on minastrin before this. Minastrin always made me really sad for no reason, too nauseous to eat, very moody and depressed and had no period. Cryselle was such a big turnaround for me. I&#039;m back to my normal happy self, periods only last 1-2 days rarely any cramping. Only thing I noticed was a little bit of weight gain but that could also be from switching as the last birth control made me too sick to eat half the time.""",8,05-Jan-16,5
168268,Rizatriptan,Migraine,"""Works within 2 hours but my migraine always returns the next day. I take the medication the next day - headache goes away within two hours - comes back the next day again.  Medication works but I feel extremely tired and depressed for the three days. Insurance companies also limit me to 9 pills a month which adds to my stress.""",9,08-Jan-16,5
200437,Varenicline,Smoking Cessation,"""I&#039;ve been smoking a pack a day for 15 yrs and been trying to quit since my first child was born 10 yrs ago but it never happen. I started taking Chantix 16 Aug 2012 through smoke cessation class and continued to smoke until my 9th day which is 25 Aug 2012. Ever since I&#039;m smoke free for almost over a month now. Chantix give me a second life. My experience while on Chantix are; headaches on the first week, can&#039;t concentrate, a little bit emotional irritability, having vivid dreams, peeing in the middle of the night but after your first week you should be able to cope up with the side effects. I highly recommend it though. I stopped taking it after 50 days I felt that I no longer need it. I been smoke free ever since.""",9,30-Sep-12,12
3968,Seroquel XR,Bipolar Disorde,"""Been on Quetiapine MR for around 9 months. 300mg at night. Found it far less sedating than Olanzapine. Its been a miracle for my Bipolar, absolutely no depression and no manic episodes. Yeah I put on weight but the effects on my mood and mental health have been incredible.""",9,23-Mar-16,13
20113,Macrobid,Urinary Tract Infection,"""When taking macrobid I felt slightly nauseous and had a headache for a few hours. My advice is to eat a light meal with it. I didn&#039;t hence I felt sick. After 5 days symptoms improved though. Glad I stuck through it the last 4-5 days :)""",6,02-Jul-16,11
155885,Cialis,Benign Prostatic Hyperplasia,"""34 year old suffering from swollen prostate medicine worked good but had to stop taking it do to back pain that spread to my legs.""",5,17-Aug-16,27
56302,Humira,Psoriasis,"""Psoriasis since 16 now 26 and tried everything! Humira was great it changed my life for better and with no major issues. If anything it made me lose weight. It lasted like almost 3 years. Obviously it&#039;s like any other treatments.""",10,25-Aug-16,14
122735,Linaclotide,Constipation,"""I was prescribed Linzess for my Irritable Bowel Syndrome and the constipation that comes with it. After taking it daily for a week with good results, I got bad diarrhea. My doctor told me to only take it when needed instead of every day. I feel a lot better now that I&#039;m not taking it every day. My only gripes are the diarrhea if I&#039;m not careful and the very specific time of day I have to take it (in the morning at least 30 minutes before my first meal... kind of a pain for a busy working person). It&#039;s also pretty expensive, which gives me another reason to be glad I&#039;m no longer taking it every day. Besides that, it&#039;s a huge relief to finally have regular bowel movements that aren&#039;t a strain to pass.""",8,23-Jul-14,58
55858,Effexor,Depression,"""While effective in decreasing my depression, I developed almost every side effect listed, (including anxiety, muscle soreness, unbearable joint pain, excessive sweating, severe memory loss, GERD, dysuria, brain shivers, hypothyroidism, loss of menstruation) and found myself on medications to treat each of them, ultimately using 19 prescription medications to deal with the side effects.  If I could have anticipated the side effects, and the expected difficulty of weaning off this, I would have continued to search for a better alternative.  """,2,01-Mar-12,32
107665,Implanon,Birth Control,"""I had the Implanon Implant put in October 2009 and have felt it has been the best choice for me. My period is irregular, I never know when I&#039;m going to get it but so far that is the worst part I have experienced, my weight has stayed steady and have had no pregnancy scares, since my period has become irregular and sometimes spaced out by 5-6 weeks I will sometimes take a pregnancy test to make sure it is indeed working and so far so good, thumbs up from me.""",7,29-Jun-10,5
210108,Linzess,"Constipation, Chronic","""I have been on this medicine for about a month. I was given samples of a higher mg than what I am prescribed and those seemed to work the best. Then, I couldn&#039;t afford to get the medicine from the pharmacy for about a week and had no bm during that time. Yesterday, I took the medicine and still nothing but stomach pain. Today, I am taking it again with the hopes of having some relief.""",4,16-Oct-16,11
201924,Sitagliptin,"Diabetes, Type 2","""I couldn&#039;t tolerate metformin at all.  Moving to Januvia was wonderful. I&#039;ve been on it for a year and a half and have had no side effects whatsoever. Blood glucose numbers and A1c (5.7!) have been good, but I also exercise and closely watch my diet.""",10,13-Jul-09,77
87019,Latuda,Bipolar Disorde,"""I was deeply suicidal for 15 years with repetitive suicidal thoughts on a daily basis. I was at the end of my rope close to killing myself and my doctor suggested latuda. I started at 80 mg 1x a day at bed time. Suicidal thoughts and constant thoughts of my 15 year old cat constantly dying largely diminished. I have a down episode once every 6 days about where I am hopeless and negative thinking again, but that lasts only a day or two. I am not missing work any more and have no problem waking up. I can only sleep 3 hours a night though after 3 months and my doctor upped me to 120 mg. Bad decision still sleepless. Going to try to go down to 40mg to help sleep will report back with results. Xanax and unisom help sleep. Well after 6 months on""",9,25-Dec-15,33
53135,Ceftriaxone,Otitis Media,"""I have been given this for otitis media and upper respiratory infections. It is a good &quot;kick start&quot; but the full effect is only achieved after a three-day course of injections. It works but is quite painful, especially for pediatric patients.""",9,31-Oct-11,9
28265,Lexapro,Anxiety,"""Within a week I felt an immediate change. I no longer obsess over tiny little details or let opportunities pass me by because of my anxiety. I feel like a normal person. Give it a chance!!!""",10,09-Mar-15,106
28246,Lexapro,Anxiety,"""During a recent stretch of terrible anxiety which  crept up very slowly, I suddenly became incapacitated. I was in fear of everything and I couldn&#039;t function- AT ALL. I went to my doctor and explained the symptoms and he recommended Lexapro 10 mg. with Klonopin .5 mg. as needed. I took both medications and the Klonopin erased all the startup side effects of the Lexapro such as increased nervousness, insomnia, and poor appetite. As soon as the Lexapro kicked in, ( about three weeks) I was able to step off the Klonopin and have felt great ever since. Anxiety has been wiped out and sleep has improved. I feel 100% better. Don&#039;t give up, this medication WORKS !!""",10,19-Dec-14,201
31565,Miconazole,Vaginal Yeast Infection,"""Omg! I am going crazy... Im glad to see im not the only one... I put the cream in around 10pm and almost immediately it started itching... Its now 12am and it has not let up at all.. I wish I could scratch my insides it itches so bad.. I got the 3 day but there is no way I am going to put myself through another night of this... I&#039;m thinking a nice hose down of my insides might make me feel better... Wish me luck""",1,02-Mar-16,3
102742,Aripiprazole,Depression,"""I was prescribed 5mg of Abilify as a &#039;booster&#039; to the Wellbutrin 200mg I have been taking for over 5 years. The combination is great! I felt like myself in only a few days and it has continued to be effective over the past 18 months that I&#039;ve been on the combination. I would highly recommend talking to your doctor about this, it has changed my life!""",10,28-Aug-13,160
60106,NuvaRing,Birth Control,"""I&#039;ve been on the Nuvaring for about 5 years and it has been awesome! I had no side effects, normal periods. Although my boyfriend could feel it sometimes while we were having sex but it wasn&#039;t painful for either of us so it wasn&#039;t a big deal.  I like it too because when my boyfriend was deployed for months at a time I could stay off it and put a ring in a few weeks before he was coming back. I would highly recommend it!""",9,10-Jan-13,10
4975,Orsythia,Birth Control,"""i saw negative reviews on Orsythia but decided to try it anyway, but I wish I hadnt. I was so anxious and had the worst mood swings. I would get so angry over little things I wouldn&#039;t give a second thought to normally. I snapped at my boyfriend, friends and family practically once in every conversation when I used to be so calm and light-hearted. I eventually thought enough is enough and switched to Junal Fe and finally back to my normal self. Orsythia also made me completely repulsed by food, so I lost about 12 pounds, but I&#039;m barely 5 foot 2 so 12 pounds is a huge difference. Only positive is that I didnt get pregnant.""",3,26-Aug-16,8
